"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02402V02895","Type of Building and Construction","UNIT","VALUE"
"BEQ04C01","Value of Production Index in Building and Construction","20114","2011Q4","111","Residential building","Base 2015=100","71.8172875639285"
"BEQ04C01","Value of Production Index in Building and Construction","20114","2011Q4","112","Non-residential building","Base 2015=100","90.1063028453014"
"BEQ04C01","Value of Production Index in Building and Construction","20114","2011Q4","12","Civil engineering","Base 2015=100","97.7003081610137"
"BEQ04C01","Value of Production Index in Building and Construction","20121","2012Q1","-","All building and construction","Base 2015=100","67.1635153337058"
"BEQ04C01","Value of Production Index in Building and Construction","20121","2012Q1","11","Building (excluding civil engineering)","Base 2015=100","62.4416717910165"
"BEQ04C01","Value of Production Index in Building and Construction","20121","2012Q1","111","Residential building","Base 2015=100","55.1356530110909"
"BEQ04C01","Value of Production Index in Building and Construction","20121","2012Q1","112","Non-residential building","Base 2015=100","68.3106433817638"
"BEQ04C01","Value of Production Index in Building and Construction","20121","2012Q1","12","Civil engineering","Base 2015=100","78.0054530086565"
"BEQ04C01","Value of Production Index in Building and Construction","20122","2012Q2","-","All building and construction","Base 2015=100","68.5521069839513"
"BEQ04C01","Value of Production Index in Building and Construction","20122","2012Q2","11","Building (excluding civil engineering)","Base 2015=100","62.3918375780881"
"BEQ04C01","Value of Production Index in Building and Construction","20122","2012Q2","111","Residential building","Base 2015=100","55.6178060563772"
"BEQ04C01","Value of Production Index in Building and Construction","20122","2012Q2","112","Non-residential building","Base 2015=100","67.8334604035024"
"BEQ04C01","Value of Production Index in Building and Construction","20122","2012Q2","12","Civil engineering","Base 2015=100","82.6968486204422"
"BEQ04C01","Value of Production Index in Building and Construction","20123","2012Q3","-","All building and construction","Base 2015=100","75.7968188676656"
"BEQ04C01","Value of Production Index in Building and Construction","20123","2012Q3","11","Building (excluding civil engineering)","Base 2015=100","68.2281139431001"
"BEQ04C01","Value of Production Index in Building and Construction","20123","2012Q3","111","Residential building","Base 2015=100","59.6401553687861"
"BEQ04C01","Value of Production Index in Building and Construction","20123","2012Q3","112","Non-residential building","Base 2015=100","75.1268759656742"
"BEQ04C01","Value of Production Index in Building and Construction","20123","2012Q3","12","Civil engineering","Base 2015=100","93.1755029198471"
"BEQ04C01","Value of Production Index in Building and Construction","20124","2012Q4","-","All building and construction","Base 2015=100","88.4821453034722"
"BEQ04C01","Value of Production Index in Building and Construction","20124","2012Q4","11","Building (excluding civil engineering)","Base 2015=100","73.3567531909703"
"BEQ04C01","Value of Production Index in Building and Construction","20124","2012Q4","111","Residential building","Base 2015=100","61.2579600783524"
"BEQ04C01","Value of Production Index in Building and Construction","20124","2012Q4","112","Non-residential building","Base 2015=100","83.0757910417063"
"BEQ04C01","Value of Production Index in Building and Construction","20124","2012Q4","12","Civil engineering","Base 2015=100","123.211919195881"
"BEQ04C01","Value of Production Index in Building and Construction","20131","2013Q1","-","All building and construction","Base 2015=100","67.795461023386"
"BEQ04C01","Value of Production Index in Building and Construction","20131","2013Q1","11","Building (excluding civil engineering)","Base 2015=100","62.088756313301"
"BEQ04C01","Value of Production Index in Building and Construction","20131","2013Q1","111","Residential building","Base 2015=100","59.281905463766"
"BEQ04C01","Value of Production Index in Building and Construction","20131","2013Q1","112","Non-residential building","Base 2015=100","64.3435175439522"
"BEQ04C01","Value of Production Index in Building and Construction","20131","2013Q1","12","Civil engineering","Base 2015=100","80.8987619347181"
"BEQ04C01","Value of Production Index in Building and Construction","20132","2013Q2","-","All building and construction","Base 2015=100","78.7526192000389"
"BEQ04C01","Value of Production Index in Building and Construction","20132","2013Q2","11","Building (excluding civil engineering)","Base 2015=100","71.6009874633597"
"BEQ04C01","Value of Production Index in Building and Construction","20132","2013Q2","111","Residential building","Base 2015=100","63.2672889560637"
"BEQ04C01","Value of Production Index in Building and Construction","20132","2013Q2","112","Non-residential building","Base 2015=100","78.2955007487022"
"BEQ04C01","Value of Production Index in Building and Construction","20132","2013Q2","12","Civil engineering","Base 2015=100","95.1736515494321"
"BEQ04C01","Value of Production Index in Building and Construction","20133","2013Q3","-","All building and construction","Base 2015=100","91.5054662264187"
"BEQ04C01","Value of Production Index in Building and Construction","20133","2013Q3","11","Building (excluding civil engineering)","Base 2015=100","83.0893780287939"
"BEQ04C01","Value of Production Index in Building and Construction","20133","2013Q3","111","Residential building","Base 2015=100","64.9124262712351"
"BEQ04C01","Value of Production Index in Building and Construction","20133","2013Q3","112","Non-residential building","Base 2015=100","97.691039574562"
"BEQ04C01","Value of Production Index in Building and Construction","20133","2013Q3","12","Civil engineering","Base 2015=100","110.829847240018"
"BEQ04C01","Value of Production Index in Building and Construction","20134","2013Q4","-","All building and construction","Base 2015=100","98.4431103403706"
"BEQ04C01","Value of Production Index in Building and Construction","20134","2013Q4","11","Building (excluding civil engineering)","Base 2015=100","93.2494856089707"
"BEQ04C01","Value of Production Index in Building and Construction","20134","2013Q4","111","Residential building","Base 2015=100","70.877533125236"
"BEQ04C01","Value of Production Index in Building and Construction","20134","2013Q4","112","Non-residential building","Base 2015=100","111.221018055254"
"BEQ04C01","Value of Production Index in Building and Construction","20134","2013Q4","12","Civil engineering","Base 2015=100","110.368316064753"
"BEQ04C01","Value of Production Index in Building and Construction","20141","2014Q1","-","All building and construction","Base 2015=100","74.7451895143154"
"BEQ04C01","Value of Production Index in Building and Construction","20141","2014Q1","11","Building (excluding civil engineering)","Base 2015=100","72.7788282321882"
"BEQ04C01","Value of Production Index in Building and Construction","20141","2014Q1","111","Residential building","Base 2015=100","56.2737919793384"
"BEQ04C01","Value of Production Index in Building and Construction","20141","2014Q1","112","Non-residential building","Base 2015=100","86.0374293650501"
"BEQ04C01","Value of Production Index in Building and Construction","20141","2014Q1","12","Civil engineering","Base 2015=100","79.2601985938236"
"BEQ04C01","Value of Production Index in Building and Construction","20142","2014Q2","-","All building and construction","Base 2015=100","91.4606283074825"
"BEQ04C01","Value of Production Index in Building and Construction","20142","2014Q2","11","Building (excluding civil engineering)","Base 2015=100","81.2848862628165"
"BEQ04C01","Value of Production Index in Building and Construction","20142","2014Q2","111","Residential building","Base 2015=100","71.1597553523984"
"BEQ04C01","Value of Production Index in Building and Construction","20142","2014Q2","112","Non-residential building","Base 2015=100","89.4184686495903"
"BEQ04C01","Value of Production Index in Building and Construction","20142","2014Q2","12","Civil engineering","Base 2015=100","114.825392524512"
"BEQ04C01","Value of Production Index in Building and Construction","20143","2014Q3","-","All building and construction","Base 2015=100","97.7243533605647"
"BEQ04C01","Value of Production Index in Building and Construction","20143","2014Q3","11","Building (excluding civil engineering)","Base 2015=100","91.5712210291301"
